Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
DD5612003L,230017836,Rockville Police Departme,Property Damage Crash,04/13/2023 06:26:00 PM,,,,,DRIVEWAY OF 801 ROCKVILLE PIKE,,OTHER CONVEYANCE,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,8B51E094-ABF5-421F-95A2-E122A22BA3D3,OTHER CONVEYANCE,Walking/Riding against Traffic,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,NO PED. SIGNAL,UNKNOWN,No,NO APPARENT INJURY,N/A,39.07665858,-77.13902785,"(39.07665858, -77.13902785)"
MCP3063003H,220043727,Montgomery County Police,Injury Crash,10/06/2022 07:15:00 PM,Maryland (State),UNIVERSITY BLVD E,Unknown,SEPTEMBER LA,,N/A,PEDESTRIAN,N/A,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,NONE DETECTED,D3B860F6-5C42-448B-B1A5-BCDA79F732B5,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.00440088,-76.99661326,"(39.00440088, -76.99661326)"
MCP3076002W,190061138,Montgomery County Police,Injury Crash,12/19/2019 12:55:00 PM,County,FENTON ST,County,CAMERON ST,,N/A,PEDESTRIAN,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,BCDA76E7-1A62-43D4-9FFD-7221D52A91D2,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.99839992,-77.02878186,"(38.99839992, -77.02878186)"
MCP0685004P,190043686,Montgomery County Police,Injury Crash,09/12/2019 12:07:00 PM,,,,,PARKING LOT 16101 FREDERICK RD,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,98112BBA-6A17-44FA-AE30-870562F6A865,PEDESTRIAN,Push/Work on Vehicle,OTHER,OTHER,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.122935,-77.17353,"(39.122935, -77.17353)"
MCP3225001P,210030126,Montgomery County Police,Injury Crash,08/03/2021 03:35:00 PM,Maryland (State),UNIVERSITY BLVD W,County,MAYHEW DR,,N/A,OTHER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,FF3DFDC0-2204-4D76-B762-ACBB1AA039E5,OTHER,Cross/Enter at Intersection,WRONG WAY RIDING OR WALKING,IN BIKEWAY,NO PED. SIGNAL,N/A,Unknown,POSSIBLE INJURY,N/A,39.03612841,-77.03736134,"(39.03612841, -77.03736134)"
MCP9418000K,15034761,MONTGOMERY,Injury Crash,07/15/2015 01:14:00 PM,County,FENTON ST,County,WAYNE AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,UNKNOWN,74BF8BEA-04DA-4DEB-8B9F-49C0CAEBF865,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,N/A,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,N/A,38.99614865,-77.02473879,"(38.99614865, -77.02473879)"
MCP2952005H,170551030,Montgomery County Police,Injury Crash,12/28/2017 11:25:00 AM,County,FENTON ST,County,SILVER SPRING AVE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B7AB03EB-C456-4C50-A174-7F4706B6A96A,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,38.99180667,-77.02403,"(38.99180667, -77.02403)"
MCP3274001D,220033845,Montgomery County Police,Injury Crash,08/06/2022 09:31:00 PM,,,,,PARKING GARAGE (1ST LEVEL) AT 5225 POOKS HILL RD,,PEDESTRIAN,N/A,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,A98D06DE-2973-4ED4-9911-048F65242CDA,PEDESTRIAN,Other,OTHER,OTHER,N/A,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.01609833,-77.10572333,"(39.01609833, -77.10572333)"
MCP91130017,16011299,MONTGOMERY,Injury Crash,03/07/2016 01:24:00 PM,County,RANDOLPH RD,County,SELFRIDGE RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,UNKNOWN,BDFA5AC1-C20D-437A-890E-23B1D95570B6,PEDESTRIAN,Cross/Enter at Intersection,OTHER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,Yes,SUSPECTED MINOR INJURY,N/A,39.05523167,-77.08356667,"(39.05523167, -77.08356667)"
MCP3057000T,180001790,Montgomery County Police,Injury Crash,01/12/2018 07:30:00 AM,County,MIDDLEBROOK RD,Other Public Roadway,CRYSTAL ROCK DR,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,0B7B4A82-CF36-4B67-9D2F-FF98BB6CCEC3,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,NONE,39.17682167,-77.26458333,"(39.17682167, -77.26458333)"
MCP27080038,180025168,Montgomery County Police,Injury Crash,05/22/2018 07:19:00 PM,Maryland (State),PINEY BRANCH RD,County,GREENWOOD AVE,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C3D28BDC-6029-4E79-952A-701FFB10EE0B,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,NONE,38.99812,-77.00241833,"(38.99812, -77.00241833)"
MCP26830062,220041978,Montgomery County Police,Injury Crash,09/26/2022 07:22:00 PM,County,MONTGOMERY VILLAGE AVE,County,CLUB HOUSE RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,D1A73AED-83F0-42A0-B8BE-C0E274956BA2,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.17456428,-77.2036172,"(39.17456428, -77.2036172)"
DM8374002K,190048900,Takoma Park Police Depart,Injury Crash,10/11/2019 03:09:00 PM,,,,,PARKING LOT 1159 UNIVERSITY BLVD,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,N/A,N/A,N/A,2B08D966-0BAA-4EF0-AEB1-CBF36734F82D,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,N/A,Yes,POSSIBLE INJURY,NONE,38.98876,-76.98915833,"(38.98876, -76.98915833)"
MCP2753005F,220021523,Montgomery County Police,Injury Crash,05/20/2022 01:20:00 PM,Maryland (State),NORBECK RD,Maryland (State),GEORGIA AVE,,N/A,BICYCLIST,OTHER,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C67CEE2E-0D03-415C-B3BD-20F4CE1CFB9B,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.109445,-77.07531333,"(39.109445, -77.07531333)"
MCP30750014,180019184,Montgomery County Police,Injury Crash,04/19/2018 04:55:00 PM,Maryland (State),FREDERICK RD,County,GERMANTOWN RD,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,N/A,DFB598CF-5696-48AA-98F6-C472AFE508BE,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,UNKNOWN,39.19225194,-77.24285603,"(39.19225194, -77.24285603)"
MCP3355000L,230024724,Montgomery County Police,Injury Crash,05/23/2023 01:24:00 PM,County,MEDICAL PARK DR,Maryland (State),GEORGIA AVE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,2BC75A2D-E919-40BF-8BB8-1EFE3DF9F78D,PEDESTRIAN,N/A,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,N/A,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.023475,-77.04529333,"(39.023475, -77.04529333)"
EJ7837002N,180021966,Gaithersburg Police Depar,Injury Crash,05/04/2018 06:00:00 PM,County,S WESTLAND DR,Maryland (State),FREDERICK RD,,N/A,BICYCLIST,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,59C00868-AE1D-49D2-A7AB-DA3DE528D6D3,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.12594047,-77.18291,"(39.12594047, -77.18291)"
MCP2348004K,190001848,Montgomery County Police,Injury Crash,01/11/2019 08:30:00 PM,,,,,PARKING LOT OF 12345 GEORGIA AVE,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,481A5CEC-DA9D-4BF6-9F48-CF86DC471133,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.06083167,-77.04947667,"(39.06083167, -77.04947667)"
MCP13340075,180049792,Montgomery County Police,Injury Crash,10/05/2018 11:11:00 AM,County,STEDWICK RD,County,MONTGOMERY VILLAGE AVE,,N/A,BICYCLIST,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5CE199AA-6D9C-4B92-A5C1-3A80A48CB731,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.16972231,-77.20449633,"(39.16972231, -77.20449633)"
MCP3264000T,200039478,Montgomery County Police,Injury Crash,10/13/2020 10:52:00 AM,County,RANDOLPH RD,County,SELFRIDGE RD,,N/A,PEDESTRIAN,OTHER,CLEAR,UNKNOWN,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,C8D94281-C790-45FE-9A62-5030A40CAB11,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.05544307,-77.08376165,"(39.05544307, -77.08376165)"
MCP2789001R,15056617,MONTGOMERY,Injury Crash,11/06/2015 06:00:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),16TH ST,,N/A,PEDESTRIAN,SINGLE VEHICLE,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,N/A,9EC04718-153F-4465-826C-930469470117,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,UNKNOWN,DARK CLOTHING,Unknown,SUSPECTED MINOR INJURY,N/A,39.00546667,-77.02337667,"(39.00546667, -77.02337667)"
MCP2291006B,220043725,Montgomery County Police,Injury Crash,10/06/2022 06:51:00 PM,County,MACARTHUR BLVD,Government,CONNECTOR RD,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,FD5F74D7-AC27-4596-BE1F-A38C961794C7,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,IN BIKEWAY,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.97531,-77.16186,"(38.97531, -77.16186)"
MCP2975003Z,210035389,Montgomery County Police,Injury Crash,09/09/2021 05:40:00 AM,Maryland (State),NORWOOD RD,County,EXCALIBER LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,D336DD3C-91A8-4F6F-9F36-867880BD54E2,PEDESTRIAN,Walking/Riding w/Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.13260667,-77.03050833,"(39.13260667, -77.03050833)"
MCP3195001Q,200047400,Montgomery County Police,Injury Crash,12/01/2020 04:00:00 PM,County,BUCKNELL DR,Unknown,ROAD END,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,N/A,N/A,N/A,66F084FE-83FC-46B6-9B1B-F22BF4A244B1,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,OTHER,39.03577069,-77.04681735,"(39.03577069, -77.04681735)"
MCP28370016,16058356,Montgomery County Police,Property Damage Crash,11/12/2016 12:31:00 PM,County,PINEY MEETINGHOUSE RD,County,CAVANAUGH DR,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B2574634-5201-4FC6-8664-768CAAE51AD9,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,REFLECTIVE MATERIAL,No,NO APPARENT INJURY,REFLECTIVE CLOTHING,39.08269833,-77.21685,"(39.08269833, -77.21685)"
MCP29710036,170538587,Montgomery County Police,Injury Crash,10/24/2017 05:52:00 PM,County,FORSYTHIA TERR,County,FORSYTHIA LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,NONE DETECTED,E770820F-CA3C-4B73-87E2-768234C39E90,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,N/A,No,SUSPECTED MINOR INJURY,NONE,39.09914777,-76.94162786,"(39.09914777, -76.94162786)"
MCP2664002Y,17012580,Montgomery County Police,Injury Crash,03/09/2017 11:40:00 PM,County,ANDREW ST,Maryland (State),VEIRS MILL RD,,N/A,PEDESTRIAN,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,NO CONTROLS,UNKNOWN,NONE DETECTED,90CF317A-3170-4070-AB92-0EEF620CEFB7,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,UNKNOWN,No,SUSPECTED MINOR INJURY,UNKNOWN,39.05023,-77.07168833,"(39.05023, -77.07168833)"
MCP3376000H,230008265,Montgomery County Police,Injury Crash,02/18/2023 12:58:00 PM,,,,,PARKING LOT OF 18140 VILLAGE CENTER DR,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,DB66CADF-2FC9-4E7A-8995-8CB3B3BE209D,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.15315485,-77.06413118,"(39.15315485, -77.06413118)"
MCP2801002N,200005898,Montgomery County Police,Injury Crash,02/04/2020 11:50:00 PM,Maryland (State),NEW HAMPSHIRE AVE,Ramp,RAMP 4 FR MD 650 NB TO IS 495 EB,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,N/A,UNKNOWN,N/A,BAC69C35-134A-4C57-8112-DA0CEEB23C44,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.01597923,-76.97748942,"(39.01597923, -76.97748942)"
DD5593001B,15031012,Rockville Police Departme,Injury Crash,06/25/2015 01:09:00 PM,Municipality,WOOTTON PKWY,Municipality,HURLEY AVE,,ROCKVILLE,BICYCLIST,ANGLE MEETS LEFT TURN,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,2729A8B5-BA74-4753-BFCB-66DA13183975,BICYCLIST,Cross/Enter at Intersection,DART DASH,IN BIKEWAY,UNKNOWN,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,39.080785,-77.18507,"(39.080785, -77.18507)"
MCP3122000X,180031104,Montgomery County Police,Injury Crash,06/24/2018 09:45:00 AM,County,DEWEY RD,County,BENNION RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3FD61223-B2B5-425D-8C8C-A5E3EA2D0329,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.05154167,-77.08933333,"(39.05154167, -77.08933333)"
MCP3111000G,180021653,Montgomery County Police,Injury Crash,05/01/2018 11:45:00 PM,,,,,"PARKING LOT IN FRONT OF 1923 ROSEMARY HILLS DR, SILVER SPRING, MD 20910",,PEDESTRIAN,OTHER,CLEAR,,DARK LIGHTS ON,N/A,,NONE DETECTED,33E1B0A1-FE46-4292-8F74-4FC91B095329,PEDESTRIAN,Getting off/on Vehicle,NO IMPROPER ACTIONS,OTHER,N/A,DARK CLOTHING,No,POSSIBLE INJURY,NONE,38.99896333,-77.04298,"(38.99896333, -77.04298)"
MCP2351001G,170534931,Montgomery County Police,Injury Crash,10/05/2017 02:38:00 PM,County,PARKLAWN DR,County,RANDOLPH RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,79B4B7F6-31A5-4A30-8558-B0CD619180FA,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,POSSIBLE INJURY,N/A,39.06397,-77.117405,"(39.06397, -77.117405)"
DM8456001L,180010667,Takoma Park Police Depart,Injury Crash,03/01/2018 06:30:00 PM,,,,,1300 HOLTON LN (PARKING LOT),,PEDESTRIAN,SINGLE VEHICLE,RAINING,,DUSK,NO CONTROLS,N/A,NONE DETECTED,CDC6C6A5-8810-4A0E-A1CB-E842E24A772A,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.98627833,-76.98751833,"(38.98627833, -76.98751833)"
MCP3096003Z,230010054,Montgomery County Police,Injury Crash,02/28/2023 05:57:00 PM,County,REDLAND RD,County,YELLOWSTONE WAY,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,NONE DETECTED,B6E8CE33-456E-4077-A54D-6CE55D53B301,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.11932767,-77.16091183,"(39.11932767, -77.16091183)"
MCP3020002Y,180060374,Montgomery County Police,Injury Crash,12/03/2018 10:30:00 AM,,,,,REAR PARKING LOT OF 3305 N LEISURE WORLD BLVD,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,C2C0530A-795B-4D30-B6CE-C48875D5AC1E,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,N/A,39.10924304,-77.06466036,"(39.10924304, -77.06466036)"
MCP3060000G,170531313,Montgomery County Police,Injury Crash,09/18/2017 02:56:00 PM,,,,,PARKING LOT OF 4749 SANGAMORE RD,,PEDESTRIAN,OTHER,CLOUDY,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,DA02253F-9FB4-4492-B3DA-B6335CAA6AC1,PEDESTRIAN,Other,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.95057617,-77.11840167,"(38.95057617, -77.11840167)"
MCP3232001X,210018058,Montgomery County Police,Injury Crash,05/13/2021 06:56:00 PM,County,BRIGGS CHANEY RD,County,GOOD HOPE RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,01E48790-3C97-4E48-B26B-9D36BDF92B79,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.10190367,-76.98206517,"(39.10190367, -76.98206517)"
DD56230020,190016062,Rockville Police Departme,Injury Crash,04/06/2019 09:26:00 PM,Municipality,BEALL AVE #2,Other Public Roadway,MARYLAND AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,WARNING SIGN,NONE DETECTED,NONE DETECTED,6DFF71B6-2561-42ED-BED7-AF83F7E8693E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,N/A,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.08691583,-77.151425,"(39.08691583, -77.151425)"
MCP3044005J,220034537,Montgomery County Police,Injury Crash,08/11/2022 03:19:00 PM,County,GREENCASTLE RD,US (State),COLUMBIA PIKE,,N/A,OTHER,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,FD5C9277-BB80-4964-AF35-CB7E5619BAC2,OTHER,Cross/Enter at Intersection,WRONG WAY RIDING OR WALKING,SHOULDER,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.10932305,-76.93744838,"(39.10932305, -76.93744838)"
MCP3339000J,220039784,Montgomery County Police,Injury Crash,09/13/2022 01:34:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),CONNECTICUT AVE,,N/A,PEDESTRIAN,N/A,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5A4D2E0D-EB9C-4DE2-B4C6-2472C5358D1F,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,N/A,Yes,SUSPECTED MINOR INJURY,NONE,39.08453167,-77.07774667,"(39.08453167, -77.07774667)"
MCP0973000X,180053881,Montgomery County Police,Injury Crash,10/27/2018 06:53:00 PM,Maryland (State),WISCONSIN AVE,County,COMMERCE LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,5B271D55-34C7-42DA-A94B-1289D08EA6FB,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.98577167,-77.094735,"(38.98577167, -77.094735)"
MCP2892000S,15022587,Montgomery County Police,Injury Crash,05/12/2015 10:09:00 AM,,,,,Darcars parking lot,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,01BEE23C-0983-4D2D-AD47-FB5AACCB6CDF,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,39.06004971,-76.95906758,"(39.06004971, -76.95906758)"
MCP2936001Y,170531382,Montgomery County Police,Injury Crash,09/18/2017 08:01:00 PM,Maryland (State),16TH ST,Maryland (State),EAST WEST HWY,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B1780165-5008-40EF-A4AE-E6F734D03C5B,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,No,SUSPECTED SERIOUS INJURY,N/A,38.99465667,-77.036715,"(38.99465667, -77.036715)"
MCP94320035,220030117,Montgomery County Police,Injury Crash,07/13/2022 04:20:00 PM,Government,SLIGO CREEK PKWY,County,WAYNE AVE,,N/A,BICYCLIST,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,0CFC5438-5400-4126-9B2F-54F9FD5F2A15,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,39.06635383,-77.1597625,"(39.06635383, -77.1597625)"
MCP2831001B,16037694,Montgomery County Police,Injury Crash,07/25/2016 02:10:00 PM,County,RICKENBACKER DR,Maryland (State),WOODFIELD RD,,N/A,PEDESTRIAN,N/A,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,N/A,F056BD6E-90E2-44E9-AB6A-5D02F47444F3,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.17230934,-77.15269089,"(39.17230934, -77.15269089)"
