report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP1064004G,16027759,Montgomery County Police,Injury Crash,6/3/2016 11:54,Maryland (State),NEW HAMPSHIRE AVE,County,ADELPHI RD,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,EE5BA771-AD89-46AD-BD00-53FA9327BCA6,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,4664AE45-264F-448B-93E4-7BDB28539B4C,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,40,No,No,2007,HOND,4S ACCORD,NO MISUSE,39.01147833,-76.97918,E3D38397-C5B2-470B-A663-73FF13713661,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3173000K,190025858,Montgomery County Police,Injury Crash,6/12/2019 7:14,County,BRUNETT AVE,Maryland (State),UNIVERSITY BLVD W,PEDESTRIAN,OTHER,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,NONE DETECTED,46B929C9-1EEA-4E13-B250-A8AE9B0E1C24,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MB,560F2538-A015-4E62-9636-797F3973565D,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,North,25,No,No,2013,HONDA,SONATA,NO MISUSE,39.0229374,-77.01688638,02151929-D7B2-42AC-8830-A65C0A35C41E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3173000K,190025858,Montgomery County Police,Injury Crash,6/12/2019 7:14,County,BRUNETT AVE,Maryland (State),UNIVERSITY BLVD W,PEDESTRIAN,OTHER,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,NONE DETECTED,46B929C9-1EEA-4E13-B250-A8AE9B0E1C24,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MB,560F2538-A015-4E62-9636-797F3973565D,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,North,25,No,No,2013,HONDA,SONATA,NO MISUSE,39.0229374,-77.01688638,44066F0D-5FAB-4952-83E0-5E469BEFE405,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3173000K,190025858,Montgomery County Police,Injury Crash,6/12/2019 7:14,County,BRUNETT AVE,Maryland (State),UNIVERSITY BLVD W,PEDESTRIAN,OTHER,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,NONE DETECTED,46B929C9-1EEA-4E13-B250-A8AE9B0E1C24,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MB,560F2538-A015-4E62-9636-797F3973565D,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,North,25,No,No,2013,HONDA,SONATA,NO MISUSE,39.0229374,-77.01688638,76D55415-2161-40C9-B09F-7417751F5019,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3053005Y,220056863,Montgomery County Police,Injury Crash,12/22/2022 18:04,Maryland (State),VEIRS MILL RD,County,NEWPORT MILL RD,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,9E1BE9C1-F9C0-4E95-B4B4-4261E53FD48D,No,NO APPARENT INJURY,NOT DISTRACTED,MD,37FB7A6E-DD97-468F-A843-713A66847075,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,30,No,No,1999,FORD,F350,NO MISUSE,39.04474667,-77.06398167,CFB27B70-AFF7-45CE-B8DC-D1AD5744D037,PEDESTRIAN,Other,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3073005K,210046883,Montgomery County Police,Injury Crash,11/18/2021 17:47,Maryland (State),GEORGIA AVE,County,KAYSON ST,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,UNKNOWN,92DAF27E-4FBC-4A27-8AC7-FBD51DD0DCEB,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,MD,7D6474E0-5415-48F0-AD53-297FE9E8A4D9,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,45,No,No,2015,MERCEDES,ML350,NO MISUSE,39.07086667,-77.06342667,7C5E0E45-A348-43F8-BB90-5197F72E01ED,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,UNKNOWN
MCP2708000T,15053446,MONTGOMERY,Injury Crash,10/21/2015 15:41,Maryland (State),PINEY BRANCH RD,County,BARRON ST,BICYCLIST,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,831BCB7F-9DFD-4B1B-A862-FF607AA9641A,No,NO APPARENT INJURY,NOT DISTRACTED,MD,6D8A91BF-19B6-4BAD-ABA3-00AD7AB2B4B1,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,RECREATIONAL VEHICLE,MAKING RIGHT TURN,West,South,30,No,No,2011,THOMAS,PUSH MSDE D 12,NO MISUSE,38.99899404,-76.99782282,3C4C8618-56E0-4077-8334-D53D62DDD8D3,BICYCLIST,Walking/Riding w/Traffic,IMPROPER PASSING,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP22910065,220025975,Montgomery County Police,Injury Crash,6/16/2022 18:25,County,WOODMONT AVE,County,RUGBY AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,74620624-29E6-4D2E-8703-D37280C0D26D,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,1234B015-B45C-4656-9197-CB9CD9C2619A,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,North,East,25,No,No,2021,HONDA,PILOT,NO MISUSE,38.99111846,-77.09678378,DBEE00AD-2431-4F87-A2C4-7337FE4FF347,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2931003V,190044970,Montgomery County Police,Injury Crash,9/19/2019 19:39,County,E JEFFERSON ST,Unknown,ENT TO FEDERAL PLAZA SC,BICYCLIST,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,29F9ABB9-BE71-43CD-A0A2-5B358AA77740,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,9B70A0E6-89EA-4DB5-B76F-4A8DFC9148C6,SUPERFICIAL,ONE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,North,West,10,No,No,2012,TOYT,4S,NO MISUSE,39.05649333,-77.12632,2E3A7F28-83C1-43BF-9CA8-482444F60184,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2603003M,210025244,Montgomery County Police,Injury Crash,7/1/2021 12:29,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,9ED506B2-623B-4E55-8FF8-6F822456ED82,Yes,NO APPARENT INJURY,UNKNOWN,MD,90732B71-3813-412C-BE3E-891DF81C6C62,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,North,North,0,No,No,2017,MERCEDES,TRUCK,UNKNOWN,39.15552667,-77.20957667,38841B20-30C5-4B39-9CF7-C09E99C11D8D,PEDESTRIAN,Other,UNKNOWN,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP295400BV,220026993,Montgomery County Police,Injury Crash,6/22/2022 20:50,Maryland (State),UNIVERSITY BLVD E,County,PATTON DR,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,20A210CD-66B1-469F-AF29-CCAD4E160741,No,NO APPARENT INJURY,NOT DISTRACTED,MD,D8C2123C-25BE-405D-9741-9ADEE4F08F8C,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,30,No,No,2008,NISS,4S,NO MISUSE,39.00114405,-76.99546947,46533662-9065-487B-B8BA-3CCA6EFBB463,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
MCP003600CJ,190060627,Montgomery County Police,Injury Crash,12/16/2019 17:23,County,CENTURY BLVD,County,PINNACLE DR,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,NONE DETECTED,FD78D153-DD39-4875-8778-CBAF586F7E37,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,428FFBDC-AF9B-4028-B3B6-51A2A76F5977,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,25,No,No,2012,NISSAN,4DR,NO MISUSE,39.18250383,-77.26570667,D291BCC2-2F2D-4EC0-9C06-68B67932A7DF,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP32270012,200023436,Montgomery County Police,Property Damage Crash,6/15/2020 11:30,Maryland (State),PINEY BRANCH RD,Other Public Roadway,NO NAME,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BEDE2DD7-8D05-4C35-B1CE-64045DB733AC,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,2D477C61-ED15-449D-AEAD-11645946AB27,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,SCHOOL BUS,BACKING,East,East,5,No,No,2019,FREIGHT,BUS,NO MISUSE,39.00129294,-76.9853046,597089A1-4692-48E9-B56D-227D221CBF8D,OTHER,Cross/Enter at Intersection,NO IMPROPER ACTIONS,INSIDE BUILDING,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP31610017,190015699,Montgomery County Police,Injury Crash,4/4/2019 17:28,County,SUMMIT AVE,County,BROOKFIELD DR,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,6C264C58-F8E6-4696-934D-70D3480A3705,Yes,NO APPARENT INJURY,UNKNOWN,DC,8B2711A2-8F24-4665-997E-6BE0B954B7A4,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2005,DODGE,GRAND CARAVAN,NO MISUSE,39.02618667,-77.08048167,3A15C653-09DE-4228-B61D-63A32A7CE8CC,PEDESTRIAN,Unknown,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,UNKNOWN,Unknown,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP9110000C,15035789,MONTGOMERY,Injury Crash,7/20/2015 20:40,Maryland (State),FREDERICK RD,County,RIDGE RD,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,1698AC90-8F01-492C-9F0E-43B42C6F979E,No,NO APPARENT INJURY,NOT DISTRACTED,MD,AEB20848-0102-453F-9610-525E55467D14,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,No,No,2015,NISSAN,ALTIMA,NO MISUSE,39.2035264,-77.24562407,7A8B002D-6189-43F2-B7AC-807C977A9B36,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3199003F,210048294,Montgomery County Police,Property Damage Crash,11/28/2021 12:42,Maryland (State),GEORGIA AVE,Unknown,JONES LA,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,E25231C5-2673-4657-8C7D-E364C0DF1A85,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,D364BC61-3504-4295-AC16-D2B727E09B88,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,West,15,No,No,2019,TOYOTA,COROLLA,NO MISUSE,39.05342,-77.05069167,12BE61DB-2460-4E6B-8C96-75A63E85CD83,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
HA2393000B,21001427,Maryland-National Capital,Injury Crash,7/27/2021 18:35,Government,SLIGO CREEK PKWY,County,BRUNETT AVE,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,FDE3D48D-8379-408F-ADBA-E35156518AD4,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,73013EE0-7CB5-48D7-8D14-A11B7660B78A,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,West,25,No,No,2017,CHEVY,EQUINOX,NO MISUSE,39.00986683,-77.02214133,4014FCFD-A893-404C-B8F6-95A789BF8971,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
DD5595005D,170549956,Rockville Police Departme,Injury Crash,12/21/2017 15:00,Municipality,N WASHINGTON ST,Municipality,DAWSON AVE,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C081F395-1828-4198-A31E-05A3B67079E6,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,DDE17120-6865-4ABE-9A53-12B4B5251B91,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,South,25,No,No,2012,JEEP,SU,NO MISUSE,39.08864917,-77.15325567,20EA0515-1E47-4934-884F-AA636B10283B,OTHER,Cross/Enter at Intersection,OTHER,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,OTHER,NONE DETECTED,NONE DETECTED
DD5595005D,170549956,Rockville Police Departme,Injury Crash,12/21/2017 15:00,Municipality,N WASHINGTON ST,Municipality,DAWSON AVE,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C081F395-1828-4198-A31E-05A3B67079E6,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,DDE17120-6865-4ABE-9A53-12B4B5251B91,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,South,25,No,No,2012,JEEP,SU,NO MISUSE,39.08864917,-77.15325567,B7503504-6DC0-438B-A7EB-D0EC65D99554,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP2723006L,220038358,Montgomery County Police,Injury Crash,9/4/2022 14:55,County,NORBECK BLVD,County,N LEISURE WORLD BLVD,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,5AF68666-5750-4E70-B071-CFB2DE97B585,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,651FAEE7-51ED-49EF-A1AD-7527FB1D678D,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,South,25,No,No,2021,LEXUS,RX350,NO MISUSE,39.109525,-77.068825,E60563D6-CDD1-496E-BA02-156E3C05C4D7,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP23300042,230001065,Montgomery County Police,Injury Crash,1/7/2023 13:14,County,VALLEY VIEW RD,County,ENTRANCE TO MALL,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,5747B528-5A49-4424-A04A-456C8346B4C2,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,DC,CF222923-62BF-49B3-B309-9BAAFCF03437,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,Unknown,Unknown,15,No,No,2017,TOYOTA,RAV4,NO MISUSE,39.036815,-77.05769667,8B62610F-F2D2-4D92-9053-A7024E6C9EE7,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP27080082,230009852,Montgomery County Police,Injury Crash,2/27/2023 19:13,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,29B5DFE8-3804-4AD2-BA2E-88D364DA4667,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,B37FB5DB-CC68-4D4E-BA4D-DA30A0B10D6B,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MAKING RIGHT TURN,North,East,35,No,No,2005,TOYOTA,TACOMA,NO MISUSE,38.99978642,-76.99526053,AA6CBAA5-8E1D-4CF1-94E1-BD6A8E477954,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD5527004B,220046130,Rockville Police Departme,Injury Crash,10/20/2022 19:27,Municipality,GAITHER RD,Municipality,RIDGEMONT AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,02D9BB57-2850-48CC-9C24-4F8B0BD72B74,No,NO APPARENT INJURY,NOT DISTRACTED,MD,D90AE51D-35CD-42E6-86B6-E82F79BF5090,NO DAMAGE,NINE OCLOCK,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,30,No,No,2018,HYUNDAI,4DR,NO MISUSE,39.11313684,-77.17599815,EC1EB1EB-A1F5-4478-908A-787FA4BBFEA5,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
MCP2867002L,16039800,Montgomery County Police,Injury Crash,8/6/2016 8:17,US (State),COLESVILLE RD,Maryland (State),UNIVERSITY BLVD E,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,0C0544C6-8B04-426C-9A93-BD5350B7703D,Yes,NO APPARENT INJURY,UNKNOWN,MD,BEE093E7-CF82-4DF8-A9FD-38F8E071DC67,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,North,40,No,No,2015,DODGE,DART,NO MISUSE,39.02016624,-77.0127064,0088FE1A-AD33-4D5F-973F-60D132A9E711,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2401001Q,230019346,Montgomery County Police,Injury Crash,4/23/2023 3:05,Interstate (State),EISENHOWER MEMORIAL HWY,Maryland (State),W MONTGOMERY AVE,PEDESTRIAN,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,31B9AF90-441B-44BA-8AA9-456B1915E7B8,No,NO APPARENT INJURY,NOT DISTRACTED,MD,1543F758-C002-4999-B545-0A49E3B17746,DISABLING,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,55,No,No,2018,JEEP,CHEROKEE,NO MISUSE,39.08079833,-77.17058167,6A046E88-A720-4841-BD4A-6EB5A5560BF2,PEDESTRIAN,Push/Work on Vehicle,DISABLED VEHICLE RELATED,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2401001Q,230019346,Montgomery County Police,Injury Crash,4/23/2023 3:05,Interstate (State),EISENHOWER MEMORIAL HWY,Maryland (State),W MONTGOMERY AVE,PEDESTRIAN,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,6FEF0508-727C-44E7-9504-E6B1D123AED5,Yes,NO APPARENT INJURY,UNKNOWN,MD,BE826212-20E6-4EE5-A915-1B0AC9453B25,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,55,No,No,2015,MAZDA,CX9,UNKNOWN,39.08079833,-77.17058167,6A046E88-A720-4841-BD4A-6EB5A5560BF2,PEDESTRIAN,Push/Work on Vehicle,DISABLED VEHICLE RELATED,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP31650032,210037948,Montgomery County Police,Injury Crash,9/25/2021 11:20,County,GREENCASTLE RD,County,OLD COLUMBIA PIKE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B49D5E8D-FBA7-449C-B989-7BE2AFA205FD,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,53DF3545-8492-4332-944D-27B08B67C28A,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,35,No,No,2009,TOYT,TK,NO MISUSE,39.09803833,-76.94348833,2186FD23-E5A8-4679-999B-9016B262655A,PEDESTRIAN,Cross/Enter not at Intersection,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2969004G,180006100,Montgomery County Police,Injury Crash,2/5/2018 7:25,County,TUCKER LA,County,STRILEY DR,PEDESTRIAN,SAME DIRECTION SIDESWIPE,SLEET,ICE,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,94C4A0AF-57E5-439D-BBE7-53ADB7843798,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,CCFCC466-01E3-4C9F-B0E9-71F27AD1FD01,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,East,30,No,No,2015,HYUNDAI,ELANTRA,NO MISUSE,39.145495,-76.99159167,75666C6A-CDE6-467C-8638-304A4AE3507E,PEDESTRIAN,Getting off/on Vehicle,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
